sortie_id,source_front_image,paired_back_candidate_by_rule,paired_back_reviewed,report_date,unit,squadron,aircraft_type,aircraft_count,base,target,time_up,time_over_target,time_down,route_note,observation_point,special_remarks,confidence
434BS_1944-10-15,IMG_3465.JPG,IMG_3466.JPG,no,1944-10-15,12th Bombardment Group (M),434th Squadron,12 B-25s,12,Comilla,Bomb Meiktila A/D and dispersal areas,0700,0923,1110,"All aircraft took off at 0700. Aircraft 84, 88, and 87 returned to base at 0740 after the element was recalled when the flight leader developed engine trouble. Aircraft 74 also developed engine trouble, salvoed bombs safe in the water at 22 25N, 91 35E, and returned to base at 0815. Remaining aircraft flew devious courses to the target and returned on courses 287 and 299 degrees.",22 25N 91 35E; Meiktila airfield and dispersal areas,"80 x 500-lb M-64 GP bombs were carried; 54 were dropped in the target area, 18 returned to base, and 8 were salvoed safe at 22 25N, 91 35E. Ammunition expended: 488 rounds .50 cal estimated test fire. Eight aircraft bombed as a box on a course of 330 degrees at indicated 8600 feet, IAS 210, interval 300 feet. About 15 hits were scored on the runway. About 65 bursts of heavy AA were encountered, and about half the glass of the top turret of aircraft 76 was blown off by AA fire, though the gunner was uninjured. Photos were taken in aircraft 76, 82, and 87, and 10 rail cars were observed on a siding just south of Meiktila. Rule-linked candidate IMG_3466.JPG has not yet been reviewed.",high for front-page extraction
81BS_1944-10-15,IMG_3469.JPG,IMG_3470.JPG,no,1944-10-15,12th Bombardment Group (M),81st Squadron,"12 B-25s (4 J's, 7 H's, 1 G)",12,Feni,"Airfield at Meiktila, 20 53 N, 95 52 E; secondary strike on Thedaw, 20 53 N, 95 54 E",0726,0935 at Meiktila / 0937 at Thedaw,1115,"Mission from Feni with ten P-38 escorts against Meiktila airfield. Craters could be observed in the Meiktila runway on arrival while Thedaw appeared serviceable. Because the primary target was partially obscured by clouds, the second box continued northeast and bombed Thedaw instead of making a second run at Meiktila.",20 53 N 95 52 E; 20 53 N 95 54 E; Yenangyaung 20 28 N 94 55 E,"264 x 100-lb M1A1 fragmentation clusters were carried. 132 x 100 were dropped on Meiktila and 132 x 100 on Thedaw. The first box bombed Meiktila at 0935 from a true altitude of 7250 feet on a course of 22 degrees at IAS 200; the second bombed Thedaw at 0937 from a true altitude of 7500 feet on a course of 350 degrees at IAS 195. Ammunition expended: 435 rounds .50 cal. Assessment says Meiktila runway had 8 to 10 craters and the east-side dispersal areas at both fields were well covered with fragments. About 18 bursts of HAA were observed at Yenangyaung; meager HAA and inaccurate light AA were also reported at Meiktila and Thedaw. Photographs were taken from fixed cameras in aircraft 27, 22, and 21, plus flexible cameras in aircraft 12 and 28. A large river steamer about 200 feet long was seen tied to the east bank at Yenangyaung. Rule-linked candidate IMG_3470.JPG has not yet been reviewed.",high for front-page extraction
82BS_1944-10-15,IMG_3467.JPG,IMG_3468.JPG,no,1944-10-15,12th Bombardment Group (M),82nd Squadron,12 Mitchells,12,Fenny,Fragmentary bombing of dispersal area southeast of runway at Meiktila A/D,0730,,1130,"Target weather notes scattered buildups of alto-cumulus with 2/10 to 4/10 cover. The BA line identifies fragmentary bombing of the dispersal area southeast of the runway at Meiktila A/D, escorted by 12 P-38s. First and second box bombing times are listed as 0935 and 0936.",Meiktila A/D; 20 53N 95 53E; LL320330; Yenangyaung PU 1685,"264 x 100-lb fragmentation clusters (M1A1) were carried; 242 were dropped and 12 were brought back after aircraft 48 returned early due to mechanical trouble. Bombing courses were 35 degrees for both boxes at 185 MPH, altitudes about 7600 and 7800 feet, interval 300 feet. Ammunition expended: 685 rounds .50 cal. Results state the first box pattern carried from the southwest edge to the northeast edge of the target area and the second box laid two strings through the center and along the western edge. At least 30 bursts of HAA were observed from Yenangyaung and at least 40 more from the vicinity of Meiktila. Rule-linked candidate IMG_3468.JPG has not yet been reviewed.",high for front-page extraction
434BS_1944-10-16,IMG_3478.JPG,IMG_3479.JPG,no,1944-10-16,12th Bombardment Group (M),434th Squadron,13 B-25s,13,Comilla,"Thedaw airfield, Burma; no alternate",1130,,1315,All planes took off from 1130 to 1137 and flew to Feni on a course of 115 degrees. After joining with the 83rd Squadron they flew to Chittagong on a course of 157 degrees. After rendezvous with P-38 fighter escort they turned back just northeast of Chittagong on account of bad weather in the Chin hills.,Chittagong area; Chin hills northeast of Chittagong,"Mission aborted. 83 x 500-lb M-64 GP bombs with 1/10 second nose and 1/40 second tail fuzing were carried on takeoff; no ammunition was expended and all bombs were brought back. Weather entry notes 3-4/10 stratocumulus with 1500-foot bases from base to Chittagong, 10/10 altocumulus with 6500-foot bases, and thunderheads northeast of Chittagong with tops to 30,000-35,000 feet; cumulonimbus coverage 10/10 in the thunderhead area. Rule-linked candidate IMG_3479.JPG has not yet been reviewed.",high for front-page extraction
81BS_1944-10-16,IMG_3483.JPG,IMG_3484.JPG,no,1944-10-16,12th Bombardment Group (M),81st Squadron,"12 B-25s (4 J's, 7 H's, 1 G)",12,Feni,"Primary: Thedaw Airfield, 20 53 N, 95 54 E, elev. 710 feet; weather diversion attempted against R.R. Bridge #155",1201,1414 second box / 1427 first box,1630 to 1745,"Formation was unable to reach the primary target due to weather and attempted to bomb railroad bridge #155 instead. Aircraft 17 and 13 later diverted for fuel on return, and aircraft 23 did not return to base by the time the original report was filed.",20 53 N 95 54 E; 20 33 N 94 54 E; 21 10 N 93 30 E; Coxes Bazar; Chiringa; Silchar,"80 x 500-lb GP bombs with 1/10 nose and 1/40 tail fuzing were carried. 72 bombs were initially recorded as dropped on target, with aircraft 23 missing at report time; the 17 October supplement states aircraft 23 had also bombed with the formation, dropping its 8 bombs before diverting. The first box bombed on its second run at 1427 on a course of 38 degrees from 7000 feet true altitude at IAS 185; the pattern was well over and to the right of the bridge. The second box bombed at 1414 on a course of 10 degrees from 6000 feet at IAS 210, also over and to the right of the bridge. Ammunition expended: 500 rounds .50 caliber. No damage was done to the bridge. Photos were taken from K-24 fixed cameras in aircraft 26 and 22 and K-20 flexible cameras in aircraft 12 and 28; all were of the target. One river boat was seen tied to the bank at 20 33 N, 94 54 E. Supplementary sortie report IMG_3489.JPG notes aircraft 23 left formation at 21 10 N, 93 30 E due to weather, landed at Silchar at 1750, spent the night, and returned to base on 17 October after taking off at 0745; icing was reported at 17,000-18,000 feet and K-24 photos were taken on the bomb run from this aircraft.",high for front-page extraction with supplement integrated
82BS_1944-10-16,IMG_3481.JPG,IMG_3482.JPG,no,1944-10-16,12th Bombardment Group (M),82nd Squadron,12 Mitchells,12,Fenny,"Primary: northern portion of alternate runway at Thedaw Airdrome, LL3436 (84 P quarter-inch); weather diversion actually bombed Natmauk bridge, PU 778749",1150,1410 first box / 1411 second box,1608,"Target weather listed 4/10 to 6/10 cumulus at 8000 feet with thunderstorms all around the area. Due to bad weather over the primary target, all 12 aircraft bombed Natmauk bridge with P-38 escort.",LL3436; PU 778749; Thedaw Airdrome; Natmauk bridge,"84 x 500-lb GP bombs with 1/10 nose and 1/40 tail fuzing were carried and all 84 were dropped. First box bombed on a course of 100 degrees at 190 MPH from 7000 feet; second box bombed on a course of 78 degrees at 180 MPH from 7000 feet. Ammunition expended: 371 rounds .50 cal. Assessment says the first box pattern started just south of the bridge, with one hit west of the tracks and another straddling the tracks; pattern continued east about 200 yards beyond the track. The second box pattern started just east of the tracks on the south approach and ran about 300 yards east, with one possible hit on the tracks. Photo aircraft listed were 39 with K-24 (three photos), 33 with K-3B (five photos), and 43 with K-17 (eight photos). Rule-linked candidate IMG_3482.JPG has not yet been reviewed.",high for front-page extraction
81BS_1944-10-17_SUPP,IMG_3489.JPG,IMG_3490.JPG,no,1944-10-17,"12th Bombardment Group (M), U.S.A.A.F.",81st Squadron,Single B-25 Mitchell supplement report,1,Feni / home base recovery from Silchar stopover,Supplement to OpRep 130 (16 Oct 1944): aircraft #23 rejoined mission and completed bomb run with formation before recovering to base next morning,0745,not clearly stated on supplement front,0845 reported landed this morning,"Narrative states aircraft #23 left the formation the previous day at 21 10N, 93 30E because of weather, proceeded to Silchar and landed there at 1750, spent the night, then took off again at 0745 on 17 October for home base. This front is a supplement form rather than a standard full-mission sortie sheet.",21 10N 93 30E; Silchar,"Supplement to OpRep Ref. 130 of 16 October 1944. Aircraft #23, previously reported not returned, landed back at base on the morning of 17 October after overnighting at Silchar. The aircraft made its bomb run with the formation and dropped all bombs: 8 x 500-lb GP fused 1/10 nose x 1/40 tail. Flight indicator failed on this aircraft. Icing was reported at 17,000-18,000 feet. Photos were taken from a fixed K-24 camera on the bomb run. Rule-linked candidate IMG_3490.JPG appears to be an independently legible front-page sortie form and has not been treated as a confirmed reverse side.",medium; supplement front rather than standard complete sortie form
81BS_1944-10-18,IMG_3496.JPG,IMG_3497.JPG,no,1944-10-18,12th Bombardment Group (M),81st Bombardment Squadron,"12 B-25s, 4 J's, 8 H's",12,Feni,"Stores area #4, Prome, Burma (18 48 N, 95 13 E)",0850,,1255,Front page manually reviewed. Strike on stores area #4 at Prome; backside linked by archive rule and not yet individually reviewed.,,Back linked by archive rule: IMG_3497.JPG is treated as the reverse side for IMG_3496.JPG until separately reviewed.,medium; strong front-page extraction with inferred back linkage only
82BS_1944-10-18,IMG_3491.JPG,IMG_3492.JPG,yes,1944-10-18,12th Bombardment Group (M),82nd Bombardment Squadron,12 Mitchells,12,Fenny,"Military area #5, Prome, Burma",0900,1110/1111,1315,Sortie report front/back manually reviewed from paired images.,,Back image linked by archive rule: backside image number is one greater than front image number.,medium; fields taken from legible front and paired continuation page
83BS_1944-10-18,IMG_3490.JPG,IMG_3491.JPG,no,1944-10-18,12th Bombardment Group (M),83rd Bombardment Squadron,B-25 Mitchell,11,"Fenny A/D, India","Supply Dump #6, Prome, Burma",0915,1130,1320,"Base direct to Tawma, direct to target; return, left turn off target, target direct to base.",20°55'N 93°11'E,Plane #55 dropped bombs at 21°10'N 93°05'E at 1025 and returned to base.,high for extracted fields present on reviewed page
434BS_1944-10-19,IMG_3506.JPG,IMG_3507.JPG,no,1944-10-19,12th Bombardment Group (M),434th Squadron,12 B-25s,12,Comilla,"Primary: military area at Kennedy Peak, Burma; alternate: rail bridge at Chaungu, Burma; last-resort target actually bombed: military area at Indainggyi, Burma (RU 6176)",1430,1544-1552,1753,"All planes took off from 1430 to 1435 and flew on a course of 96 degrees toward the primary. Encountering poor weather over Kennedy Peak and finding it too late in the afternoon to bomb the alternate at Chaungu, the formation went on to the last-resort target at Indainggyi. One plane turned back because of engine trouble at 1503 at 23 18N, 92 23E and landed at base at 1537 with all bombs; the other planes returned on a course of 270 degrees.",RU 6176; RU 605781; RU 630717; 23 18N 92 23E; Kennedy Peak; Vital Corner,"144 x 250-lb M-57 GP bombs with 1/10 nose and 1/40 tail fuzing were carried. 130 bombs were dropped in the target area, 2 bombs were dropped armed at RU 605781, and 12 bombs were brought back. Ammunition expended: 310 rounds .50 cal estimated test fire. Bomb run was on course 350 degrees from about 5200-6200 feet indicated at 180 MPH, interval setting 200 feet. Results state the first-box pattern ran directly through the center of the previously assigned area and the second box ran along the road to the west; no significant results were observed, though black smoke was seen and the whole area was full of large scars from previous bombings. Photo ships were aircraft 88, 87, 79, 85, and 86; aircraft 79 also photographed Kennedy Peak from 10,000 feet indicated at 1600. 20,000 SJ/40 propaganda leaflets were dropped in the target area. A possible camouflaged dump was seen at the fork in the road at RU 630717, and considerable quantities of supplies were reported south of Vital Corner. Rule-linked candidate IMG_3507.JPG appears to be a separate 83rd Squadron front rather than a reviewed reverse side.",high for front-page extraction
484BS_1944-10-19,IMG_3498.JPG,IMG_3499.JPG,no,1944-10-19,12th Bombardment Group (M),484th Bombardment Squadron,12 B-25s,12,Comilla,"Military area at Vital Corner, Burma (primary); rail bridge at Chaungu, Burma (alternate)",0800,0915 primary / 1015 alternate,1155,All planes took off from 0800 to 0805. Formation flew on course 95 degrees to target. First box turned on primary target and returned on course 276 degrees. Second box continued on course 145 degrees to the alternate and returned on course 290 degrees.,21°58'N 95°08'E; 23°15'N 94°11'E,All bombs dropped in target areas. Back linked by archive rule to IMG_3499.JPG; front page contains the key route narrative.,high for front-page route narrative; target geocoding still partly interpretive
82BS_1944-10-19,IMG_3500.JPG,IMG_3501.JPG,no,1944-10-19,12th Bombardment Group (M),82nd Bombardment Squadron,12 Mitchells,12,Fenny,"Enemy troop concentrations at Kennedy Peak, RU 2181",0815,0947 first box / 0948 second box,1042,Demolition bombing of enemy troop concentrations at Kennedy Peak. Bombing courses shown as 135 degrees for first box and 140 degrees for second box.,,Front page manually reviewed. Back linked by archive rule to IMG_3501.JPG; reverse side not yet individually reviewed.,medium-high; front-page strike details are clear but target coordinates are inferred from place-name geocoding
82BS_1944-10-19_B,IMG_3508.JPG,IMG_3509.JPG,no,1944-10-19,12th Bombardment Group (M),82nd Squadron,12 Mitchells,12,Fenny,"Primary: enemy troop concentrations at Vital Corner, Burma (RU 2184); weather diversion actually bombed supply area at Indainggyi, RU 6174",1400,1519 first box / 1520 second box,1620,"Due to bad weather over the primary, both boxes bombed the supply area at Indainggyi instead. Target weather section lists 4/10 cumulus coverage with bases around 4000 feet and tops from 6000 to 10,000 feet.",RU 2184; RU 6174; RU 607758; RU 607755; RU 607759,"68 x 500-lb GP bombs with 1/10 nose and 1/40 tail fuzing plus 12 x 500-lb GP bombs with 12-36 hour delay were carried. Bombs dropped: 60 standard-fuzed and 12 delayed-fuzed bombs. Eight standard-fuzed bombs were brought back after aircraft 30 returned early due to mechanical failure. First-box bombing course was 60 degrees at 178 MPH from 7900 feet, second-box course 360 degrees at 185 MPH from 8200 feet, both with 150-foot interval. Ammunition expended: 550 rounds .50 caliber. Results state the first-box pattern started just north of the fork in the roads at RU 607758 and ran almost due north across the easternmost road about one-third of the way into the target area; the second-box pattern began just south of the fork at RU 607755 and ran due north to RU 607759, with one observed hit on the road at the junction and both patterns short of the stores area. Photo ships included aircraft 31 with K-3B, 43 with K-17, and 48 with K-24. Rule-linked candidate IMG_3509.JPG has not yet been reviewed.",high for front-page extraction
83BS_1944-10-19_A,IMG_3503.JPG,IMG_3504.JPG,no,1944-10-19,12th Bombardment Group (M),83rd Bombardment Squadron,12 Mitchell B-25s,12,"Fenny A/D, India",Bombing of Kennedy Peak area,0745,0915,1020,"Route listed as Fenny on 86-degree heading direct to target area and direct return to base. General weather was fair, with 4-6/10 cumulus from base to the hills, 7/10 cumulus over the hills, and 7-8/10 cumulus in the target area.",TU 2386; Kennedy Peak area,"Bomb load carried: 12 x 500-lb GP with 12-24 hour delay fuse and 70 x 500-lb GP with 1/10-second nose and 1/40-second tail delay. Bombs on target: 12 delayed and 67 standard 500-lb GP. Three 500-lb GP bombs were jettisoned by plane 64 after the bomb run when they fell through the bomb-bay doors due to an electrical or mechanical rack failure; they were believed to have fallen in the TU 2386 area. Bombing interval 300 feet; first-box course 43 degrees, second-box course 350 degrees; speeds 180 and 190 MPH; altitudes 12,700 and 13,000 feet indicated. Ammunition expended: 720 rounds .50 caliber. Results state the first box scored six direct hits on the road in the briefed target area and the second box placed nearly all bombs in the briefed area; opposition and casualties were nil. Photo ships included aircraft 57, 52, 67, and 66. Right bomb-bay door of plane 64 was broken by the fallen bombs. Rule-linked candidate IMG_3504.JPG has not yet been reviewed.",high for front-page extraction
83BS_1944-10-19_B,IMG_3507.JPG,IMG_3508.JPG,no,1944-10-19,12th Bombardment Group (M),83rd Bombardment Squadron,12 Mitchell B-25s,12,"Fenny A/D, India",Primary apparently Vital Corner area; alternate bombed: Budalin By-Pass Bridge,1430,1557,1715,"Route listed as base direct to area of Kennedy Peak and Vital Corner, then direct to target and direct return to base. Weather from base to hills was 2/10 cumulus with bases at 2000 feet and tops at 6000; over the hills 5/10 stratocumulus from hilltops to 16,000 feet; valley and target were clear.",22 23N 95 00E; 22 30N 94 55E; Kennedy Peak; Vital Corner; Budalin By-Pass Bridge,"Bomb load carried: 120 x 250-lb GP bombs with 1/10 nose and 1/40 tail fuzing plus 16 x 250-lb GP long-delay bombs. Bombs on target: 108 standard and 16 long-delay bombs. Twelve standard-fuzed bombs were jettisoned at 22 30 N, 94 55 E after the bombs of plane 65 would not release due to mechanical or electrical failure. Bombing interval 75 feet on course 190 degrees at 190 MPH from 4500 feet indicated. Results state the first box dropped east of the bridge, with some bombs landing in the water and most extending south of the river bed; the second box also fell east of the bridge and slightly south of the river bed. Ammunition expended: 710 rounds .50 caliber. Opposition and casualties were nil. Photo aircraft included plane 65 Durkin, plane 57 Flynn, plane 63 Kramer, and plane 60 Kerr. Observations note a fire on the east bank of the Chindwin at 22 23 N, 95 00 E and what appeared to be a wrecked airplane in the river, possibly a DC-3. Rule-linked candidate IMG_3508.JPG appears to be a separate 82nd Squadron front rather than a reviewed reverse side.",high for front-page extraction
434BS_1944-10-20,IMG_3514.JPG,IMG_3515.JPG,no,1944-10-20,12th Bombardment Group (M),434th Squadron,13 B-25s,13,Comilla,"Primary: Budalin by-pass rail bridge, Burma; alternate: Chantha rail bridge, Burma",0830,1002-1015 primary / 1042 alternate,1205,"All planes took off at 0830 and flew on a course of 109 degrees to the target. After one run and observation of the bombing results, the second box turned to the alternate target, then returned to base; the first box returned directly to base. Weather at target was listed as small cumulus, 1/10 coverage, base 3000 feet, visibility over 10 miles, with excellent general weather and light northwesterly surface winds.",Nyaunggan 22 26N 95 05E; Budalin; Chantha; 23 03N 95 57E,"Bomb load carried: 72 x 500-lb M-64 GP with 1/10-second nose and 1/40-second tail fuzing, plus 12 x 250-lb M-57 GP with the same fuzing. Bombs dropped: 53 x 500-lb on the primary, 16 x 500-lb on the alternate, 6 x 250-lb on the primary, and 6 x 250-lb on the alternate; 3 x 500-lb were salvoed armed at Nyaunggan (22 26N, 95 05E), with one of the 16 dropped on the alternate marked as safe. Ammunition expended: 440 rounds .50 cal estimated test fire. Bombing was on course 52 degrees for the primary and 300 degrees for the alternate from about 5100-5500 feet indicated at IAS 180, with intervalometer setting 20 feet. Results state the first box destroyed tracks on the south approach of the by-pass bridge on the first run and on the second run destroyed the bridge, leaving only the center section. The second box pattern crossed the tracks about 200 yards south of the main bridge at the primary; at the alternate, bombs fell about 150 yards northwest of Chantha bridge with no damage. Photos were taken on bomb-run statistics by aircraft 81 and 86 of the primary, and by 76, 87, and 88 of the primary and alternate. Leaflet drop: 5400 x CBA/32 and 8600 x CBA/31 in the primary target area. A pink aircraft resembling a glider was seen in a rice paddy at 23 03N, 95 57E at 1106 from 11,000 feet with no signs of life. Additional observations note main bridge at Budalin unserviceable, road bridge at Budalin unserviceable, Mu River road bridge at Yeu unserviceable with 3 or 4 spans out, and a spare span at the edge of the canal by Chantha bridge. Rule-linked candidate IMG_3515.JPG has not yet been reviewed.",high for front-page extraction
81BS_1944-10-20,IMG_3517.JPG,IMG_3518.JPG,no,1944-10-20,12th Bombardment Group (M),81st Squadron,"12 B-25s (7 H's, 4 J's, 1 G)",12,Feni,"R.R. bridge at Chaung-U, 21 58N, 95 17E",0845,1027 first box / 1038 second box,1200,"Front page is sparse on route narrative, but records a strike from Feni to the railroad bridge at Chaung-U under good weather and unlimited visibility. Aircraft 14 was unable to release by intervalometer and salvoed its bombs over the target.",21 57N 95 24E; 21 50N 95 25E; Chaung-U,"Bomb load carried on takeoff: 80 x 500-lb GP with 1/10 nose and 1/40 tail fuzing. The report states all bombs were dropped on the target, though a handwritten note flags aircraft 14's salvo as something that perhaps should not be counted as 'dropped on target.' The first box bombed at 1027 from true altitude 3000 feet on a course of 30 degrees at IAS 185; the pattern covered the northern approach of the bridge and up to the first abutment. The second box bombed at 1038 from true altitude 3300 feet on a course of 30 degrees at IAS 185; the pattern hit to the left of the bridge and likely damaged the southern approach. Ammunition expended: 607 rounds of .50 caliber. Results on leaving were that both northern and southern approaches were damaged, tracks from both approaches were ripped up, and the bridge itself was still standing though the superstructure was thought considerably weakened. No anti-aircraft encountered; casualties nil. Photographs were taken from fixed K-24 cameras in aircraft 21, 23, and 20 and from K-20 flexible cameras in aircraft 12 and 15. Observations include six M/T at 21 57N, 95 24E and square buildings at 21 50N, 95 25E that appeared grass-covered and possibly camouflaged storage dumps. Leaflets dropped after bomb run: 32,000 SB/17, 2500 SJN/9, and 2500 SBN/4. Rule-linked candidate IMG_3518.JPG has not yet been reviewed.",high for front-page extraction
434BS_1944-10-21,IMG_3521.JPG,IMG_3522.JPG,no,1944-10-21,12th Bombardment Group (M),434th Squadron,12 B-25s,12,Comilla,"Primary: military area at Kennedy Peak, Burma; alternate: stores area on west bank of Chindwin River at Kalewa; weather alternate: rail bridge #99 south of Alon",0850,about 1010-1030,1125,"All planes took off from 0848 to 0853 after about a one-hour delay caused by ground fog, flew to the target on a course of 96 degrees, and returned on 276 degrees. Target weather listed cumulus, 5/10 coverage, bases on hills with tops around 11,000 feet, 20-mile visibility, and fair general weather.",RU 207815; RU 220815; Kennedy Peak; 23 14N 93 49E; 23 15N 93 41E,"144 x 250-lb M-57 GP bombs with 1/10 nose and 1/40 tail fuzing were carried on takeoff and all were dropped in the target area. Ammunition expended: none. Bomb run was 75-80 degrees from 12,500 to 12,880 feet indicated at IAS 180 with intervalometer setting 200 feet, pattern bombing on box leaders. Results state the patterns of both boxes began at RU 207815 and extended to RU 220815, with possible hits on the road running east from the peak; no further results could be observed because of clouds. Opposition and casualties were nil. Photos were taken on bomb-run statistics by aircraft 81, 86, 84, 76, and 79. Leaflet drop: 8600 x CBA/31 and 12,000 x SJ/31 in the target area. Observations note 5-6 possible M/T east of Kennedy Peak on the east-running road, 1 M/T on the road between Kennedy Peak and Fort White, many bomb craters along the Kennedy Peak-Fort White road, and black smoke in the target area at 23 14N, 93 49E at 0950 from 12,900 feet and at 23 15N, 93 41E at 1027 from 12,400 feet. Route weather described low stratus in the Comilla area clearing eastward and patches of stratocumulus over the Chin Hills with many open areas. Rule-linked candidate IMG_3522.JPG has not yet been reviewed.",high for front-page extraction
434BS_1944-10-21_B,IMG_3530.JPG,IMG_3531.JPG,no,1944-10-21,12th Bombardment Group (M),434th Squadron,12 B-25s,12,Comilla,"Primary: military area at Vital Corner, Burma; alternate: stores area on west bank of Chindwin River at Kalewa; weather alternate: rail bridge #99 south of Alon",1445,1606,1725,"All planes took off from 1445 to 1450, flew to the primary on a course of 96 degrees, then after finding the primary cloud-covered proceeded to the alternate at Kalewa on the same course and returned to base on 276 degrees. Alternate-target weather listed cumulus 1/10, base 5000 feet, visibility 15 miles, and excellent general weather.",Kalewa; Vital Corner; Myittha River; Shwegyin,"Target actually attacked was the stores area on the west bank of the Chindwin River at Kalewa. Bomb load carried: 144 x 250-lb M-57 GP with 1/10 nose and 1/40 tail fuzing. 136 bombs fell in the target area and 8 were salvoed armed 500 yards north of the target. Ammunition expended: nil. Bomb run was on course 330 degrees from 6200 feet indicated at IAS 190 with interval setting 180 feet and pattern bombing on box leaders. Results state the first-box pattern covered the northwest half of the assigned area, with all bombs in that section and one large brick building completely demolished. The second-box pattern fell short of the area, beginning on the south shore of the Myittha River and extending into the southern part of the assigned area; as many as 15-20 bombs may have hit there, and the rest fell in the Myittha River except for the 8 salvoed armed bombs north of the target. Opposition and casualties were nil. Photos were taken for bomb-run statistics by aircraft 81, 76, 79, 83, and 86; aircraft 81, 76, and 86 also photographed a burning boat just north of the target. 25,000 x SJ/31 propaganda leaflets were dropped at Kalewa. A small 50-foot river boat was seen burning in the Chindwin River 2-3 miles north of Kalewa and shortly sank; two small boats were also seen near Shwegyin, and numerous sampans were reported against the cliffs on the north side of the Myittha River just west of Kalewa. Rule-linked candidate IMG_3531.JPG has not yet been reviewed.",high for front-page extraction
81BS_1944-10-21_A,IMG_3552.JPG,IMG_3553.JPG,no,1944-10-21,"12th Bombardment Group (M), U.S.A.A.F.",81st Squadron,"12 B-25s (4 J, 7 H, 1 G)",12,Feni,"Primary: troop concentrations at Kennedy Peak, Burma (RU 209813, elevation 8871 feet); alternate: Kalewa, Burma (23 12N, 94 18E)",1400,1508 first box / 1532 second box,1600 first box / 1615 second box,"Primary target Kennedy Peak was obscured, so the mission divided its attack between the cloud-covered primary and the alternate target at Kalewa. Weather was 8/10 cumulus with 6000-foot base and 5-mile visibility; general weather was noted as fair for the primary and excellent for the alternate. First-box pattern was dropped in the Kennedy Peak target area at RU 213610; second box bombed Kalewa and its pattern ran roughly parallel to the river.",Kennedy Peak RU 209813; first-box pattern at RU 213610; Kalewa RU 828685; 23 15N 94 05E,"Bomb load carried: 120 x 250-lb GP with 1/10 nose and 1/40 tail fusing plus 16 x 250-lb delayed-action bombs. Bombs dropped on target: 124 x 250-lb; aircraft #16 salvoed bombs at 23 15N, 94 05E because of bombing malfunction. First box bombed the primary at 1508 on true course 30 degrees from 12,300 feet at 175 IAS; due to cloud, bomb hits were impossible to observe. Second box bombed the alternate at Kalewa at 1532; about 98 percent of the pattern fell in the target area, beginning on the northwest side of the river and continuing parallel to it. Ammunition expended: 340 rounds .50 cal. Results were listed as unobserved for both primary and alternate. Photos were taken from aircraft 21, 20, and 23 with fixed K-24 cameras and aircraft 10 with a flexible K-20. Observations note Kalemyo appears destroyed and a fire was seen in the river at the fork, apparently not a ship and unidentified. Rule-linked candidate IMG_3553.JPG has not been treated as a confirmed back because it is itself a separate sortie front.",medium-high for front-page extraction
81BS_1944-10-21_B,IMG_3524.JPG,IMG_3525.JPG,yes,1944-10-21,12th Bombardment Group (M),81st Squadron,"12 B-25s (4 J's, 8 H's)",12,Feni,"Vital Corner, RU 205844, elevation 7750 feet; alternate target Kalewa, 23 12N, 94 18E",0830,0940 first box / 0941 second box,1030,"Front-page route narrative is nil, but the sortie sheet records a Vital Corner strike from Feni under excellent weather with 3/10 stratocumulus, 6000-foot bases, and unlimited visibility. Two aircraft turned back early because of engine trouble: aircraft 19 at 23 08N, 92 25E at 0856 and aircraft 22 at 23 05N, 92 06E at 0852, with aircraft 22 down at 0905.",RU 205844; Kalewa 23 12N 94 18E; 23 08N 92 25E; 23 05N 92 06E; 23 20N 93 45E,"Task notes describe the target as static troop concentrations. Bombs carried on takeoff: 144 x 250-lb GP with 1/10 nose and 1/40 tail fuzing. Bombs dropped on target: 120 x 250-lb; 24 were brought back by the two aircraft that turned home early. The first box bombed at 0940 from true altitude 11,750 feet at IAS 180 on a course of 76 degrees; the pattern covered the corner of the target and carried northeast down the side of the hill. The second box bombed at 0941 from true altitude 12,300 feet at IAS 180 on a course of 76 degrees; the pattern started northeast of the target on the side of the hill and carried into the valley. Ammunition expended: 440 rounds .50 cal. Damage was not observed due to cloud formation and the heaviest concentration of the pattern was beyond the target, so little damage was thought done. Light small-arms fire was seen over the target area; casualties nil. Photographs were taken with K-24 fixed cameras in aircraft 20 and 23 and K-20 flexible cameras in aircraft 10 and 13. Observations include a dense black fire northwest of the target at 23 20N, 93 45E at 0922, possibly from a burning aircraft or gasoline, and friendly aircraft in the area including Hurribombers, C-47s, Spitfires, and P-47s. Source image IMG_3524.JPG was reviewed directly and is a separate 81st Squadron front page, not the reverse of IMG_3523.JPG.",high for front-page extraction
